Entry,Accession,Trait,Latitude,Longitude,Group,Photoperiod,Value
M. floridulus 'US56-0022-03',PI230189,Shoot number,-20.91,165.33,SE China Msi,12.5,39.33333333
M. sacchariflorus 'Hortico',UI10-00008,Shoot number,,,NE China/Korea/Russia 2x Msa,12.5,58
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Shoot number,43.3931,141.43225,N Japan Msi,12.5,81
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Shoot number,43.44818333,142.64555,N Japan Msi,12.5,73
M. sinensis 'Flamingo',UI10-00041,Shoot number,,,C Japan Msi,12.5,132.3333333
M. sinensis 'Gracillimus',UI10-00048,Shoot number,,,S Japan Msi,12.5,153.6666667
M. sinensis 'Koike-11a',Koike-11a,Shoot number,38,138.36,C Japan Msi,12.5,85
M. sinensis 'Koike-12b',Koike-12b,Shoot number,36.7,137.19,C Japan Msi,12.5,113
M. sinensis 'Koike-21c',Koike-21c,Shoot number,32.16,130.39,S Japan Msi,12.5,88.66666667
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Shoot number,31.83,131.42,S Japan Msi,12.5,42.33333333
M. sinensis 'Nippon',UI10-00074,Shoot number,,,S Japan Msi,12.5,130
M. sinensis 'Onna-1',OKA-2010-001,Shoot number,26.44585,127.806144,SE China Msi,12.5,50
M. sinensis 'PMS-130',PMS-130,Shoot number,33.45548333,105.1373833,Yangtze-Qinling Msi,12.5,79.33333333
M. sinensis 'PMS-159',PMS-159,Shoot number,34.12948333,111.04395,Yangtze-Qinling Msi,12.5,57.33333333
M. sinensis 'PMS-161',PMS-161,Shoot number,35.72196667,112.3247667,Yangtze-Qinling Msi,12.5,20.66666667
M. sinensis 'PMS-164',PMS-164,Shoot number,37.34001667,114.2810333,Yangtze-Qinling Msi,12.5,55
M. sinensis 'PMS-204',PMS-204,Shoot number,31.70131667,114.8741167,Yangtze-Qinling Msi,12.5,77.33333333
M. sinensis 'PMS-226',PMS-226,Shoot number,26.62055,106.75145,Sichuan Msi,12.5,97
M. sinensis 'PMS-306',PMS-306,Shoot number,29.89176667,119.8417167,Yangtze-Qinling Msi,12.5,86.66666667
M. sinensis 'PMS-314',PMS-314,Shoot number,26.52793333,119.6324333,Yangtze-Qinling Msi,12.5,61.66666667
M. sinensis 'PMS-347',PMS-347,Shoot number,24.16798333,115.8838667,SE China Msi,12.5,113.3333333
M. sinensis 'PMS-359',PMS-359,Shoot number,22.91336667,112.3369667,SE China Msi,12.5,95.33333333
M. sinensis 'PMS-375',PMS-375,Shoot number,19.63043333,110.2908833,SE China Msi,12.5,62.33333333
M. sinensis 'PMS-382',PMS-382,Shoot number,18.90558333,109.5137833,SE China Msi,12.5,50.66666667
M. sinensis 'PMS-436',PMS-436,Shoot number,41.31701667,123.7384,"Korea, N China Msi",12.5,54.66666667
M. sinensis 'PMS-438',PMS-438,Shoot number,41.32883333,123.6902667,"Korea, N China Msi",12.5,125
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Shoot number,36,138.12,C Japan Msi,12.5,62
M. sinensis 'Teshio 3.3',UI11-00003.3,Shoot number,44.91666667,141.9833333,N Japan Msi,12.5,49.33333333
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Shoot number,40.21601,140.22625,N Japan Msi,12.5,104
M. sinensis 'Uruma-1b',OKA-2010-002,Shoot number,26.340312,127.854968,SE China Msi,12.5,78
M. sinensis var. condensatus 'Cabaret',UI10-00012,Shoot number,,,C Japan Msi,12.5,41
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Shoot number,30.87438333,120.1449,,12.5,127.6666667
M. ×giganteus 'Illinois',UI10-00107,Shoot number,,,,15,28.33333333
M. floridulus  'NG77-022',PI417947,Shoot number,-3.55,143.6333333,SE China Msi,15,11
M. floridulus 'US56-0022-03',PI230189,Shoot number,-20.91,165.33,SE China Msi,15,19.33333333
M. sacchariflorus 'Hortico',UI10-00008,Shoot number,,,NE China/Korea/Russia 2x Msa,15,26.66666667
M. sinensis 'EBI-2008-32a',EBI-2008-32a,Shoot number,43.3931,141.43225,N Japan Msi,15,33
M. sinensis 'EBI-2008-51c',EBI-2008-51c,Shoot number,43.44818333,142.64555,N Japan Msi,15,30
M. sinensis 'Flamingo',UI10-00041,Shoot number,,,C Japan Msi,15,48
M. sinensis 'Gracillimus',UI10-00048,Shoot number,,,S Japan Msi,15,107.3333333
M. sinensis 'Koike-11a',Koike-11a,Shoot number,38,138.36,C Japan Msi,15,38.66666667
M. sinensis 'Koike-12b',Koike-12b,Shoot number,36.7,137.19,C Japan Msi,15,39
M. sinensis 'Koike-21c',Koike-21c,Shoot number,32.16,130.39,S Japan Msi,15,41.66666667
M. sinensis 'Miyazaki 1.5',UI11-00001.5,Shoot number,31.83,131.42,S Japan Msi,15,23
M. sinensis 'Nippon',UI10-00074,Shoot number,,,S Japan Msi,15,100.3333333
M. sinensis 'Onna-1',OKA-2010-001,Shoot number,26.44585,127.806144,SE China Msi,15,45.33333333
M. sinensis 'PMS-130',PMS-130,Shoot number,33.45548333,105.1373833,Yangtze-Qinling Msi,15,7
M. sinensis 'PMS-159',PMS-159,Shoot number,34.12948333,111.04395,Yangtze-Qinling Msi,15,32.33333333
M. sinensis 'PMS-161',PMS-161,Shoot number,35.72196667,112.3247667,Yangtze-Qinling Msi,15,12.66666667
M. sinensis 'PMS-164',PMS-164,Shoot number,37.34001667,114.2810333,Yangtze-Qinling Msi,15,49.33333333
M. sinensis 'PMS-204',PMS-204,Shoot number,31.70131667,114.8741167,Yangtze-Qinling Msi,15,53.66666667
M. sinensis 'PMS-226',PMS-226,Shoot number,26.62055,106.75145,Sichuan Msi,15,62
M. sinensis 'PMS-306',PMS-306,Shoot number,29.89176667,119.8417167,Yangtze-Qinling Msi,15,62.33333333
M. sinensis 'PMS-314',PMS-314,Shoot number,26.52793333,119.6324333,Yangtze-Qinling Msi,15,36.66666667
M. sinensis 'PMS-347',PMS-347,Shoot number,24.16798333,115.8838667,SE China Msi,15,71
M. sinensis 'PMS-359',PMS-359,Shoot number,22.91336667,112.3369667,SE China Msi,15,48.66666667
M. sinensis 'PMS-375',PMS-375,Shoot number,19.63043333,110.2908833,SE China Msi,15,45.33333333
M. sinensis 'PMS-382',PMS-382,Shoot number,18.90558333,109.5137833,SE China Msi,15,40
M. sinensis 'PMS-436',PMS-436,Shoot number,41.31701667,123.7384,"Korea, N China Msi",15,21.66666667
M. sinensis 'PMS-438',PMS-438,Shoot number,41.32883333,123.6902667,"Korea, N China Msi",15,55
M. sinensis 'Sugadaira 2.4',UI11-00002.4,Shoot number,36,138.12,C Japan Msi,15,57.66666667
M. sinensis 'Teshio 3.3',UI11-00003.3,Shoot number,44.91666667,141.9833333,N Japan Msi,15,29.33333333
M. sinensis 'T?hoku-2010-015a',T?hoku-2010-015a,Shoot number,40.21601,140.22625,N Japan Msi,15,38
M. sinensis 'Uruma-1b',OKA-2010-002,Shoot number,26.340312,127.854968,SE China Msi,15,49.66666667
M. sinensis var. condensatus 'Cabaret',UI10-00012,Shoot number,,,C Japan Msi,15,45.33333333
M. sinensis x M. sacchariflorus 2x  'PMS-300',PMS-300,Shoot number,30.87438333,120.1449,,15,84.66666667
